grade_id,student_id,course_code,assignment1,assignment2,assignment3,midterm,final_exam,total_score,grade_letter,gpa,semester,recorded_date
1455,UJ2024821,COS1511,68.65,53.66,95.3,53.25,76.2,68.81,B,3.0,2024-1,2026-01-12
1456,UJ2024821,MAT2681,66.3,70.09,50.84,94.66,69.27,72.53,B+,3.5,2024-1,2026-01-12
1457,UJ2024822,PHY2611,55.45,60.63,51.87,57.28,52.17,55.16,C,2.0,2024-1,2026-01-12
1458,UJ2024823,PHY1513,53.39,84.82,71.5,59.94,86.07,72.26,B+,3.5,2024-1,2026-01-12
1459,UJ2024825,MNB1501,72.7,66.81,51.93,94.92,92.41,80.17,A,4.0,2024-1,2026-01-12
1460,UJ2024826,PHY1513,92.06,67.39,77.81,84.06,90.82,83.85,A,4.0,2024-1,2026-01-12
1461,UJ2024826,COS1511,71.76,92.72,72.49,64.31,74.19,73.88,B+,3.5,2024-1,2026-01-12
1462,UJ2024826,MNB1501,93.4,65.66,82.89,85.19,56.05,74.41,B+,3.5,2024-1,2026-01-12
1463,UJ2024826,ARC2611,87.17,56.01,94.05,51.03,90.61,75.53,A,4.0,2024-1,2026-01-12
1464,UJ2024827,PHY2611,87.96,53.35,65.81,91.84,60.81,72.27,B+,3.5,2024-1,2026-01-12
1465,UJ2024827,ARC1511,58.76,71.89,56.29,55.63,98.9,71.62,B+,3.5,2024-1,2026-01-12
1466,UJ2024828,PLS2601,70.13,87.57,82.33,79.39,74.31,78.14,A,4.0,2024-1,2026-01-12
1467,UJ2024828,LAW2611,64.33,59.71,67.15,59.52,73.06,65.48,B,3.0,2024-1,2026-01-12
1468,UJ2024829,EKN224,57.83,91.98,82.35,97.59,61.24,77.59,A,4.0,2024-1,2026-01-12
1469,UJ2024829,LAW1511,72.68,88.73,61.57,72.97,79.04,75.4,A,4.0,2024-1,2026-01-12
1470,UJ2024830,MAT2681,99.38,99.0,86.97,64.45,74.84,81.37,A,4.0,2024-1,2026-01-12
1471,UJ2024830,PLS1501,52.38,74.01,88.87,87.69,78.07,77.63,A,4.0,2024-1,2026-01-12
1472,UJ2024830,INF1511,73.61,98.98,59.27,70.29,70.15,73.4,B+,3.5,2024-1,2026-01-12
1473,UJ2024831,PLS2601,82.39,72.97,92.78,82.74,50.75,73.13,B+,3.5,2024-1,2026-01-12
1474,UJ2024832,COS2611,97.71,72.83,88.01,79.94,86.07,84.59,A,4.0,2024-1,2026-01-12
1475,UJ2024832,ARC1511,54.51,75.84,94.66,69.08,72.87,72.88,B+,3.5,2024-1,2026-01-12
1476,UJ2024834,ARC2611,78.56,77.66,72.12,68.17,65.3,70.88,B+,3.5,2024-1,2026-01-12
1477,UJ2024835,PHY2611,69.79,67.88,83.3,76.48,78.95,75.95,A,4.0,2024-1,2026-01-12
1478,UJ2024837,SOC1501,87.23,70.63,53.26,76.08,88.65,77.28,A,4.0,2024-1,2026-01-12
1479,UJ2024838,LAW2611,65.47,57.56,54.85,65.03,93.89,71.11,B+,3.5,2024-1,2026-01-12
1480,UJ2024839,LAW1511,97.82,58.94,58.17,98.52,57.22,74.04,B+,3.5,2024-1,2026-01-12
1481,UJ2024840,INF2611,80.85,51.81,83.9,65.23,67.25,68.97,B,3.0,2024-1,2026-01-12
1482,UJ2024840,BIO1511,93.01,58.07,91.49,65.24,98.67,82.3,A,4.0,2024-1,2026-01-12
1483,UJ2024841,ART1511,81.16,94.49,61.44,75.94,83.55,79.61,A,4.0,2024-1,2026-01-12
1484,UJ2024841,BIO2611,83.26,55.07,77.08,68.26,92.84,77.23,A,4.0,2024-1,2026-01-12
1485,UJ2024842,BIO1511,86.73,82.01,70.64,64.55,97.01,81.15,A,4.0,2024-1,2026-01-12
1486,UJ2024842,APM1513,60.7,88.69,94.98,63.9,52.37,68.34,B,3.0,2024-1,2026-01-12
1487,UJ2024842,COS2611,84.12,92.85,77.96,93.26,71.55,83.02,A,4.0,2024-1,2026-01-12
1488,UJ2024842,INF2611,52.54,82.5,52.18,80.67,97.18,77.4,A,4.0,2024-1,2026-01-12
1489,UJ2024843,ARC1511,64.26,66.97,51.89,70.09,51.79,60.53,C+,2.5,2024-1,2026-01-12
1490,UJ2024843,MAT1581,94.07,72.52,58.66,65.14,76.22,72.94,B+,3.5,2024-1,2026-01-12
1491,UJ2024844,APM2611,84.69,86.34,64.2,90.86,65.2,77.56,A,4.0,2024-1,2026-01-12
1492,UJ2024844,APM1513,83.93,70.44,57.84,69.15,63.68,68.22,B,3.0,2024-1,2026-01-12
1493,UJ2024844,NUR1511,50.59,96.25,75.4,70.41,66.55,70.9,B+,3.5,2024-1,2026-01-12
1494,UJ2024845,APM2611,58.26,91.94,82.38,91.67,71.73,79.32,A,4.0,2024-1,2026-01-12
1495,UJ2024845,INF1511,67.23,68.95,71.69,66.92,93.94,76.09,A,4.0,2024-1,2026-01-12
1496,UJ2024845,PHY1513,56.45,77.13,67.31,61.25,65.61,65.13,B,3.0,2024-1,2026-01-12
1497,UJ2024847,ART2611,93.42,95.48,75.85,87.04,86.93,87.55,A,4.0,2024-1,2026-01-12
1498,UJ2024847,BIO1511,54.57,89.64,67.03,62.55,64.12,66.56,B,3.0,2024-1,2026-01-12
1499,UJ2024847,MNB2601,57.24,70.04,71.19,59.22,51.17,59.93,C,2.0,2024-1,2026-01-12
1500,UJ2024848,COS2611,59.65,88.82,81.53,67.57,96.74,80.41,A,4.0,2024-1,2026-01-12
1501,UJ2024848,INF2611,90.39,75.79,89.79,82.79,97.51,88.35,A,4.0,2024-1,2026-01-12
1502,UJ2024848,SOC1501,96.22,73.93,77.44,78.5,74.99,79.26,A,4.0,2024-1,2026-01-12
1503,UJ2024849,COS2611,88.88,55.64,97.85,98.17,50.84,76.15,A,4.0,2024-1,2026-01-12
1504,UJ2024849,PLS1501,54.49,97.02,55.42,98.42,51.09,70.97,B+,3.5,2024-1,2026-01-12
1505,UJ2024850,ARC2611,76.61,59.92,86.76,84.35,74.58,76.95,A,4.0,2024-1,2026-01-12
1506,UJ2024850,COS2611,61.98,77.55,92.53,67.07,86.81,77.62,A,4.0,2024-1,2026-01-12
1507,UJ2024851,ART2611,68.15,96.81,81.89,94.11,93.01,88.46,A,4.0,2024-1,2026-01-12
1508,UJ2024851,ENG1511,55.93,58.12,78.34,50.06,57.05,58.49,C,2.0,2024-1,2026-01-12
1509,UJ2024851,APM1513,79.76,77.18,82.17,59.72,86.76,76.82,A,4.0,2024-1,2026-01-12
1510,UJ2024852,LAW1511,61.74,60.83,95.8,96.2,84.81,82.25,A,4.0,2024-1,2026-01-12
1511,UJ2024852,ART2611,62.66,77.21,77.9,92.99,96.05,84.73,A,4.0,2024-1,2026-01-12
1512,UJ2024853,APM1513,65.86,53.92,78.27,71.38,68.56,68.12,B,3.0,2024-1,2026-01-12
1513,UJ2024853,ARC2611,97.09,90.46,68.54,73.18,51.11,72.04,B+,3.5,2024-1,2026-01-12
1514,UJ2024853,NUR1511,61.71,69.68,81.62,61.62,87.44,73.59,B+,3.5,2024-1,2026-01-12
1515,UJ2024853,CHE1511,96.57,59.5,58.18,67.19,58.51,66.49,B,3.0,2024-1,2026-01-12
1516,UJ2024853,ENG1511,99.24,80.38,55.62,81.67,53.72,71.82,B+,3.5,2024-1,2026-01-12
1517,UJ2024854,NUR1511,58.95,64.75,63.26,51.84,51.84,56.56,C,2.0,2024-1,2026-01-12
1518,UJ2024854,LAW1511,80.14,69.19,66.34,77.09,63.76,70.75,B+,3.5,2024-1,2026-01-12
1519,UJ2024855,APM2611,95.17,51.98,84.08,62.54,56.3,67.21,B,3.0,2024-1,2026-01-12
1520,UJ2024855,ART1511,64.77,63.72,95.22,61.96,67.75,69.37,B,3.0,2024-1,2026-01-12
1521,UJ2024856,ARC1511,96.08,87.75,70.97,92.02,66.99,81.32,A,4.0,2024-1,2026-01-12
1522,UJ2024856,APM1513,93.67,79.98,85.77,87.69,69.95,81.82,A,4.0,2024-1,2026-01-12
1523,UJ2024857,MNB1501,70.77,55.87,90.26,85.66,80.67,78.15,A,4.0,2024-1,2026-01-12
1524,UJ2024858,PHY2611,52.28,74.24,97.68,94.56,51.77,72.8,B+,3.5,2024-1,2026-01-12
1525,UJ2024858,MAT1581,73.12,87.53,64.09,71.27,98.06,80.95,A,4.0,2024-1,2026-01-12
1526,UJ2024858,FAC1502,63.83,70.51,88.26,90.26,57.4,73.17,B+,3.5,2024-1,2026-01-12
1527,UJ2024859,LAW1511,81.08,94.57,91.23,93.05,73.34,85.3,A,4.0,2024-1,2026-01-12
1528,UJ2024859,PHY2611,79.06,72.64,59.25,98.41,97.71,85.56,A,4.0,2024-1,2026-01-12
1529,UJ2024860,EKN114,72.29,72.44,68.1,62.56,54.73,63.98,C+,2.5,2024-1,2026-01-12
1530,UJ2024860,ENG1511,76.03,96.34,80.47,95.89,58.49,79.45,A,4.0,2024-1,2026-01-12
1531,UJ2024862,SOC2601,75.12,73.65,87.68,69.03,68.29,73.21,B+,3.5,2024-1,2026-01-12
1532,UJ2024862,BIO1511,80.77,77.68,84.48,92.6,61.42,78.02,A,4.0,2024-1,2026-01-12
1533,UJ2024864,EKN114,96.22,69.92,89.51,52.9,72.95,73.46,B+,3.5,2024-1,2026-01-12
1534,UJ2024865,ENG1511,98.54,87.83,90.58,76.91,53.88,76.93,A,4.0,2024-1,2026-01-12
1535,UJ2024866,LAW1511,51.19,60.36,60.02,85.6,88.64,73.73,B+,3.5,2024-1,2026-01-12
1536,UJ2024866,NUR1511,74.54,67.69,63.22,82.46,69.74,72.35,B+,3.5,2024-1,2026-01-12
1537,UJ2024867,EKN224,79.95,75.45,83.99,93.71,71.75,80.86,A,4.0,2024-1,2026-01-12
1538,UJ2024867,MNB1501,74.51,73.94,73.3,86.77,61.31,73.35,B+,3.5,2024-1,2026-01-12
1539,UJ2024867,ARC1511,77.86,65.68,84.7,91.4,89.26,83.86,A,4.0,2024-1,2026-01-12
1540,UJ2024869,ART2611,84.56,52.54,54.15,52.39,83.44,66.82,B,3.0,2024-1,2026-01-12
1541,UJ2024870,PLS1501,70.39,89.38,64.18,51.14,70.55,67.54,B,3.0,2024-1,2026-01-12
1542,UJ2024870,SOC1501,50.95,65.64,86.68,91.88,54.2,69.72,B,3.0,2024-1,2026-01-12
1543,UJ2024870,ARC1511,96.6,64.7,94.89,61.63,86.57,79.81,A,4.0,2024-1,2026-01-12
1544,UJ2024871,SOC1501,69.79,76.3,71.7,74.84,92.99,79.28,A,4.0,2024-1,2026-01-12
1545,UJ2024871,SOC2601,85.23,83.28,83.07,91.28,96.91,89.63,A,4.0,2024-1,2026-01-12
1546,UJ2024872,PHY1513,90.16,98.5,91.95,51.98,98.72,84.7,A,4.0,2024-1,2026-01-12
1547,UJ2024872,CHE1511,89.28,82.35,71.58,68.78,62.8,72.52,B+,3.5,2024-1,2026-01-12
1548,UJ2024873,CHE1511,99.7,85.19,80.12,69.41,83.39,82.12,A,4.0,2024-1,2026-01-12
1549,UJ2024875,APM1513,64.68,70.99,77.92,87.82,84.01,79.2,A,4.0,2024-1,2026-01-12
1550,UJ2024876,INF2611,92.83,56.15,94.88,65.18,69.26,73.65,B+,3.5,2024-1,2026-01-12
1551,UJ2024876,CHE1511,60.32,60.63,71.65,73.97,70.96,68.67,B,3.0,2024-1,2026-01-12
1552,UJ2024877,INF2611,60.28,76.34,99.18,62.77,84.73,76.48,A,4.0,2024-1,2026-01-12
1553,UJ2024877,PLS2601,83.44,92.45,76.39,86.13,71.78,80.91,A,4.0,2024-1,2026-01-12
1554,UJ2024878,COS1511,87.93,59.79,88.81,95.91,75.32,82.05,A,4.0,2024-1,2026-01-12
1555,UJ2024878,SOC2601,95.91,68.99,97.52,71.92,95.57,86.01,A,4.0,2024-1,2026-01-12
1556,UJ2024879,ARC2611,54.47,60.96,88.08,72.12,63.26,67.53,B,3.0,2024-1,2026-01-12
1557,UJ2024879,INF2611,99.57,69.06,72.39,82.3,90.64,83.92,A,4.0,2024-1,2026-01-12
1558,UJ2024881,MNB2601,57.16,73.47,81.86,54.58,96.42,74.44,B+,3.5,2024-1,2026-01-12
1559,UJ2024882,FAC1502,86.83,65.02,96.01,86.17,93.33,86.72,A,4.0,2024-1,2026-01-12
1560,UJ2024882,ENG1511,64.86,69.18,94.65,73.69,69.71,73.64,B+,3.5,2024-1,2026-01-12
1561,UJ2024883,APM1513,50.2,70.46,57.94,72.87,92.06,72.63,B+,3.5,2024-1,2026-01-12
1562,UJ2024883,LAW2611,52.8,66.75,68.36,96.51,95.34,80.92,A,4.0,2024-1,2026-01-12
1563,UJ2024883,BIO2611,61.62,66.73,68.47,98.79,60.41,72.34,B+,3.5,2024-1,2026-01-12
1564,UJ2024883,INF2611,77.71,82.34,73.01,70.3,95.4,81.15,A,4.0,2024-1,2026-01-12
1565,UJ2024884,COS1511,98.36,69.23,69.92,70.18,80.02,77.18,A,4.0,2024-1,2026-01-12
1566,UJ2024884,LAW1511,53.43,50.48,52.04,72.0,62.92,60.27,C+,2.5,2024-1,2026-01-12
1567,UJ2024885,SOC2601,77.36,60.08,86.51,67.96,66.21,70.45,B+,3.5,2024-1,2026-01-12
1568,UJ2024885,SOC1501,93.45,98.44,57.19,99.52,55.64,78.93,A,4.0,2024-1,2026-01-12
1569,UJ2024885,INF2611,84.65,88.65,79.53,95.89,87.88,88.26,A,4.0,2024-1,2026-01-12
1570,UJ2024887,COS2611,97.53,77.47,57.67,90.15,86.7,83.45,A,4.0,2024-1,2026-01-12
1571,UJ2024887,MNB1501,65.06,51.37,79.08,68.78,86.58,72.5,B+,3.5,2024-1,2026-01-12
1572,UJ2024889,LAW1511,50.46,81.03,57.32,62.02,89.07,70.55,B+,3.5,2024-1,2026-01-12
1573,UJ2024889,MNB2601,69.78,51.83,61.59,54.16,98.9,70.69,B+,3.5,2024-1,2026-01-12
1574,UJ2024890,BIO2611,92.97,92.2,71.56,80.24,92.44,86.3,A,4.0,2024-1,2026-01-12
1575,UJ2024890,ART2611,85.52,60.04,54.41,58.07,87.97,70.9,B+,3.5,2024-1,2026-01-12
1576,UJ2024890,FAC1502,76.68,94.92,76.85,97.15,69.84,82.51,A,4.0,2024-1,2026-01-12
1577,UJ2024891,ART1511,76.9,80.95,58.88,85.26,69.58,74.7,B+,3.5,2024-1,2026-01-12
1578,UJ2024891,LAW2611,94.15,93.31,98.65,99.19,74.43,90.04,A,4.0,2024-1,2026-01-12
1579,UJ2024892,COS2611,92.99,67.61,71.89,71.91,93.9,81.02,A,4.0,2024-1,2026-01-12
1580,UJ2024892,MNB1501,68.3,84.83,66.02,83.78,98.89,83.48,A,4.0,2024-1,2026-01-12
1581,UJ2024892,PLS1501,68.3,67.23,59.46,85.29,69.89,71.54,B+,3.5,2024-1,2026-01-12
1582,UJ2024893,CHE1511,98.18,68.72,57.02,79.79,63.26,72.51,B+,3.5,2024-1,2026-01-12
1583,UJ2024893,INF2611,75.65,90.89,88.85,85.79,52.0,75.36,A,4.0,2024-1,2026-01-12
1584,UJ2024894,PHY1513,80.79,80.43,66.67,88.82,82.33,81.09,A,4.0,2024-1,2026-01-12
1585,UJ2024895,PLS2601,58.55,52.75,72.0,77.65,69.94,67.89,B,3.0,2024-1,2026-01-12
1586,UJ2024896,COS2611,93.59,95.25,76.82,91.91,77.51,86.08,A,4.0,2024-1,2026-01-12
1587,UJ2024896,PLS2601,55.42,72.29,86.21,72.86,97.66,79.6,A,4.0,2024-1,2026-01-12
1588,UJ2024897,NUR1511,70.24,92.4,60.92,96.84,94.04,85.96,A,4.0,2024-1,2026-01-12
1589,UJ2024897,ENG1511,68.7,86.57,53.41,72.3,53.75,65.5,B,3.0,2024-1,2026-01-12
1590,UJ2024898,NUR2611,79.95,52.14,76.21,63.56,75.62,69.82,B,3.0,2024-1,2026-01-12
1591,UJ2024898,EKN224,96.36,76.52,88.91,97.75,79.53,87.56,A,4.0,2024-1,2026-01-12
1592,UJ2024900,CHE1511,76.49,73.59,66.91,62.07,66.27,67.95,B,3.0,2024-1,2026-01-12
1593,UJ2024900,LAW2611,89.37,61.29,67.63,81.97,53.43,69.27,B,3.0,2024-1,2026-01-12
1594,UJ2024900,ARC2611,78.73,56.71,83.38,80.44,94.99,81.43,A,4.0,2024-1,2026-01-12
1595,UJ2024900,CHE2611,57.25,75.94,86.32,65.61,99.62,79.21,A,4.0,2024-1,2026-01-12
1596,UJ2024902,ART1511,70.65,71.52,52.62,93.07,83.45,77.52,A,4.0,2024-1,2026-01-12
1597,UJ2024903,NUR2611,85.5,75.57,85.71,95.89,86.57,86.96,A,4.0,2024-1,2026-01-12
1598,UJ2024903,COS1511,74.14,90.42,81.97,93.29,77.62,83.59,A,4.0,2024-1,2026-01-12
1599,UJ2024903,ART2611,81.42,97.09,62.03,54.71,96.66,78.76,A,4.0,2024-1,2026-01-12
1600,UJ2024903,PLS1501,81.14,84.33,63.77,60.39,85.84,75.24,A,4.0,2024-1,2026-01-12
1601,UJ2024903,LAW2611,70.12,98.6,95.8,94.14,87.93,89.59,A,4.0,2024-1,2026-01-12
1602,UJ2024904,FAC2601,68.33,94.29,61.38,85.14,51.36,70.29,B+,3.5,2024-1,2026-01-12
1603,UJ2024905,MAT2681,70.97,69.59,75.81,66.96,93.11,77.13,A,4.0,2024-1,2026-01-12
1604,UJ2024905,BIO2611,64.24,54.05,74.29,71.88,92.56,74.62,B+,3.5,2024-1,2026-01-12
1605,UJ2024906,FAC1502,85.3,66.18,56.51,51.16,80.45,68.12,B,3.0,2024-1,2026-01-12
1606,UJ2024906,PHY2611,69.85,78.04,77.56,70.93,54.32,67.85,B,3.0,2024-1,2026-01-12
1607,UJ2024906,CHE1511,57.56,62.13,68.66,89.87,50.99,66.02,B,3.0,2024-1,2026-01-12
1608,UJ2024906,BIO2611,92.72,68.54,95.78,52.99,70.08,72.83,B+,3.5,2024-1,2026-01-12
1609,UJ2024906,LAW1511,65.74,73.8,55.06,97.33,68.89,74.19,B+,3.5,2024-1,2026-01-12
1610,UJ2024907,INF1511,76.44,84.48,69.42,93.23,87.65,84.15,A,4.0,2024-1,2026-01-12
1611,UJ2024907,ARC2611,51.2,87.35,59.45,99.19,87.21,80.66,A,4.0,2024-1,2026-01-12
1612,UJ2024907,BIO2611,96.31,95.79,54.76,79.96,92.48,84.76,A,4.0,2024-1,2026-01-12
1613,UJ2024908,FAC2601,90.65,77.44,56.69,52.57,99.38,76.67,A,4.0,2024-1,2026-01-12
1614,UJ2024909,BIO2611,67.01,91.11,72.03,82.87,92.86,83.1,A,4.0,2024-1,2026-01-12
1615,UJ2024909,FAC1502,74.66,92.76,63.13,51.4,66.01,67.24,B,3.0,2024-1,2026-01-12
1616,UJ2024909,MAT2681,79.7,59.42,57.09,80.5,83.14,74.5,B+,3.5,2024-1,2026-01-12
1617,UJ2024910,MNB1501,73.78,77.19,74.63,62.39,71.41,70.86,B+,3.5,2024-1,2026-01-12
1618,UJ2024910,APM2611,93.24,61.34,93.32,88.9,84.23,84.68,A,4.0,2024-1,2026-01-12
1619,UJ2024911,APM2611,63.08,94.21,90.71,94.76,75.57,83.56,A,4.0,2024-1,2026-01-12
1620,UJ2024911,EKN114,70.22,73.61,98.72,71.67,84.94,79.78,A,4.0,2024-1,2026-01-12
1621,UJ2024911,INF2611,64.48,93.12,74.17,80.36,94.5,83.21,A,4.0,2024-1,2026-01-12
1622,UJ2024911,ENG1511,55.51,58.35,66.93,71.36,66.0,64.76,C+,2.5,2024-1,2026-01-12
1623,UJ2024911,MNB1501,81.36,85.16,79.82,52.88,52.16,65.82,B,3.0,2024-1,2026-01-12
1624,UJ2024912,EKN114,58.43,88.13,70.95,99.43,54.13,73.72,B+,3.5,2024-1,2026-01-12
1625,UJ2024912,INF2611,70.24,88.35,52.03,86.07,51.89,68.68,B,3.0,2024-1,2026-01-12
1626,UJ2024913,APM1513,63.07,87.27,95.96,78.17,59.98,74.48,B+,3.5,2024-1,2026-01-12
1627,UJ2024914,MNB1501,66.79,51.19,64.84,53.77,89.35,67.67,B,3.0,2024-1,2026-01-12
1628,UJ2024915,APM2611,80.93,65.21,57.26,55.84,70.86,65.73,B,3.0,2024-1,2026-01-12
1629,UJ2024915,ENG2611,59.09,53.47,79.58,60.43,94.97,72.42,B+,3.5,2024-1,2026-01-12
1630,UJ2024915,SOC2601,63.52,80.82,80.36,62.62,88.64,75.95,A,4.0,2024-1,2026-01-12
1631,UJ2024916,LAW2611,70.64,88.47,54.6,77.75,56.49,68.44,B,3.0,2024-1,2026-01-12
1632,UJ2024916,ART1511,86.49,83.82,66.03,71.83,85.91,79.18,A,4.0,2024-1,2026-01-12
1633,UJ2024917,NUR2611,94.26,55.83,93.23,59.82,79.88,75.42,A,4.0,2024-1,2026-01-12
1634,UJ2024917,MAT2681,83.98,55.32,95.93,53.35,80.07,72.64,B+,3.5,2024-1,2026-01-12
1635,UJ2024917,INF1511,76.55,85.52,50.12,61.77,80.94,71.55,B+,3.5,2024-1,2026-01-12
1636,UJ2024918,FAC2601,74.82,89.16,86.31,95.27,78.37,84.87,A,4.0,2024-1,2026-01-12
1637,UJ2024919,SOC1501,58.53,84.43,87.76,64.47,89.06,77.44,A,4.0,2024-1,2026-01-12
1638,UJ2024919,ENG2611,51.64,75.43,72.63,79.53,64.79,69.27,B,3.0,2024-1,2026-01-12
1639,UJ2024920,NUR1511,86.34,98.98,73.18,80.22,86.85,84.89,A,4.0,2024-1,2026-01-12
1640,UJ2024920,SOC2601,83.34,98.31,77.65,75.29,50.99,73.01,B+,3.5,2024-1,2026-01-12
1641,UJ2024921,FAC2601,68.43,88.75,92.83,64.62,88.06,80.07,A,4.0,2024-1,2026-01-12
1642,UJ2024921,INF1511,97.55,89.68,54.42,82.41,50.94,72.13,B+,3.5,2024-1,2026-01-12
1643,UJ2024922,PLS2601,78.98,72.86,79.57,52.87,95.12,76.47,A,4.0,2024-1,2026-01-12
1644,UJ2024922,ARC2611,65.86,95.44,94.26,89.92,95.87,89.58,A,4.0,2024-1,2026-01-12
1645,UJ2024922,ENG2611,66.85,64.0,85.24,61.11,99.66,77.59,A,4.0,2024-1,2026-01-12
1646,UJ2024923,MAT1581,50.01,94.91,68.21,76.67,60.04,69.15,B,3.0,2024-1,2026-01-12
1647,UJ2024923,NUR1511,89.52,78.7,71.78,77.04,60.03,73.27,B+,3.5,2024-1,2026-01-12
1648,UJ2024923,PHY1513,93.52,82.09,52.35,69.79,59.31,69.43,B,3.0,2024-1,2026-01-12
1649,UJ2024923,EKN114,88.11,85.74,83.04,56.52,60.93,70.94,B+,3.5,2024-1,2026-01-12
1650,UJ2024923,MNB2601,90.83,74.94,72.5,87.59,86.06,83.46,A,4.0,2024-1,2026-01-12
1651,UJ2024924,INF2611,84.94,99.69,96.83,75.57,98.36,90.62,A,4.0,2024-1,2026-01-12
1652,UJ2024924,COS1511,84.36,97.37,95.48,67.39,54.85,74.88,B+,3.5,2024-1,2026-01-12
1653,UJ2024925,LAW1511,79.11,82.57,88.98,91.72,94.22,88.79,A,4.0,2024-1,2026-01-12
1654,UJ2024926,SOC2601,88.93,73.14,90.53,97.67,77.07,85.43,A,4.0,2024-1,2026-01-12
1655,UJ2024926,LAW1511,78.2,56.17,73.52,70.75,69.67,69.77,B,3.0,2024-1,2026-01-12
1656,UJ2024926,MNB1501,73.49,96.36,60.09,80.76,91.75,82.21,A,4.0,2024-1,2026-01-12
1657,UJ2024928,APM1513,72.89,67.17,92.97,57.62,59.7,67.27,B,3.0,2024-1,2026-01-12
1658,UJ2024928,CHE2611,77.81,83.08,59.83,69.52,63.15,69.43,B,3.0,2024-1,2026-01-12
1659,UJ2024929,COS2611,69.55,93.95,63.5,95.99,71.24,79.42,A,4.0,2024-1,2026-01-12
1660,UJ2024930,COS2611,79.08,56.53,57.73,59.18,70.54,64.96,C+,2.5,2024-1,2026-01-12
1661,UJ2024931,ENG2611,64.84,53.58,99.3,55.38,53.52,62.56,C+,2.5,2024-1,2026-01-12
1662,UJ2024932,PHY1513,77.9,66.62,88.38,66.98,60.53,69.84,B,3.0,2024-1,2026-01-12
1663,UJ2024932,MNB1501,83.67,52.52,81.84,94.0,61.01,74.51,B+,3.5,2024-1,2026-01-12
1664,UJ2024932,MAT2681,56.01,93.81,98.93,90.5,83.84,85.09,A,4.0,2024-1,2026-01-12
1665,UJ2024933,MNB1501,66.19,88.99,89.17,69.52,76.15,76.88,A,4.0,2024-1,2026-01-12
1666,UJ2024934,EKN114,61.36,65.93,75.18,69.16,87.22,73.83,B+,3.5,2024-1,2026-01-12
1667,UJ2024934,CHE2611,57.43,57.85,84.7,66.52,57.56,63.89,C+,2.5,2024-1,2026-01-12
1668,UJ2024934,ART2611,96.47,75.11,82.89,68.25,59.16,72.98,B+,3.5,2024-1,2026-01-12
1669,UJ2024934,INF2611,59.49,80.29,67.15,93.16,65.72,74.05,B+,3.5,2024-1,2026-01-12
1670,UJ2024934,NUR2611,80.54,58.18,71.5,54.43,96.08,73.96,B+,3.5,2024-1,2026-01-12
1671,UJ2024935,SOC1501,55.45,56.65,97.97,72.59,67.02,69.76,B,3.0,2024-1,2026-01-12
1672,UJ2024935,INF2611,93.65,93.01,89.86,99.75,83.18,91.37,A,4.0,2024-1,2026-01-12
1673,UJ2024936,BIO1511,97.98,80.4,71.81,59.46,77.76,75.72,A,4.0,2024-1,2026-01-12
1674,UJ2024936,EKN114,83.94,74.05,54.63,66.16,85.44,74.06,B+,3.5,2024-1,2026-01-12
1675,UJ2024937,ART2611,91.74,63.48,78.25,88.1,98.79,86.68,A,4.0,2024-1,2026-01-12
1676,UJ2024938,INF2611,88.21,54.18,60.14,92.48,99.95,83.48,A,4.0,2024-1,2026-01-12
1677,UJ2024938,APM1513,53.08,74.23,85.76,80.49,65.78,71.82,B+,3.5,2024-1,2026-01-12
1678,UJ2024938,MAT1581,61.99,88.11,51.54,79.35,85.08,75.61,A,4.0,2024-1,2026-01-12
1679,UJ2024938,BIO2611,54.32,64.6,59.73,82.08,88.66,73.92,B+,3.5,2024-1,2026-01-12
1680,UJ2024939,NUR2611,50.68,81.19,76.38,57.03,62.62,64.28,C+,2.5,2024-1,2026-01-12
1681,UJ2024940,PHY2611,71.48,88.61,56.45,91.03,62.6,74.02,B+,3.5,2024-1,2026-01-12
1682,UJ2024940,INF1511,98.61,79.95,97.55,97.75,67.27,86.03,A,4.0,2024-1,2026-01-12
1683,UJ2024940,LAW2611,75.41,96.95,82.45,71.5,92.63,83.89,A,4.0,2024-1,2026-01-12
1684,UJ2024941,ENG1511,58.96,54.74,78.91,52.42,79.99,65.99,B,3.0,2024-1,2026-01-12
1685,UJ2024941,FAC2601,99.91,55.04,53.9,87.99,72.58,75.1,A,4.0,2024-1,2026-01-12
1686,UJ2024942,BIO1511,75.81,75.94,93.55,84.72,84.05,83.19,A,4.0,2024-1,2026-01-12
1687,UJ2024943,APM1513,79.06,60.95,99.6,99.85,63.25,79.88,A,4.0,2024-1,2026-01-12
1688,UJ2024944,CHE2611,83.73,57.42,56.36,65.08,62.09,64.52,C+,2.5,2024-1,2026-01-12
1689,UJ2024945,APM2611,69.1,93.94,79.27,86.91,51.2,73.43,B+,3.5,2024-1,2026-01-12
1690,UJ2024946,INF2611,52.27,70.06,85.41,59.7,81.41,70.51,B+,3.5,2024-1,2026-01-12
1691,UJ2024947,COS2611,54.42,77.1,88.29,83.31,96.78,82.83,A,4.0,2024-1,2026-01-12
1692,UJ2024947,NUR2611,62.92,86.52,75.1,96.76,64.16,77.12,A,4.0,2024-1,2026-01-12
1693,UJ2024949,MAT2681,95.27,66.58,65.92,92.53,95.06,85.82,A,4.0,2024-1,2026-01-12
1694,UJ2024950,INF2611,56.63,58.75,92.02,56.28,70.51,66.33,B,3.0,2024-1,2026-01-12
